subject,item,mode,result
Subject_17,Musiker,_mp_2.0,1
Subject_17,Vergessen,_mp_1.0,0
Subject_17,Vergessen,_mp_1.5,0
Subject_17,Vergessen,_mp_2.0,1
Subject_17,Zigarre,_mp_1.0,1
Subject_17,Zigarre,_mp_1.5,1
Subject_17,Zigarre,_mp_2.0,0
Subject_17,Aber sehen will sie ihn doch,_mp_1.0,0
Subject_17,Aber sehen will sie ihn doch,_mp_1.5,0
Subject_17,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_17,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_17,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_17,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_17,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_17,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_17,Chabos wissen wer der Babo ist,_mp_2.0,0
Subject_17,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,1
Subject_17,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_17,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_17,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_17,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_17,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_17,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_17,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_17,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_17,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_17,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_17,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_17,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_17,Diese Zeitung ist bereits veraltet,_mp_1.5,1
Subject_17,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_17,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_17,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_17,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,0
Subject_17,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_17,Benno gefaellt die orange Vase,_mp_1.5,0
Subject_17,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_18,Badetag,_mp_1.0,1
Subject_18,Badetag,_mp_1.5,0
Subject_18,Badetag,_mp_2.0,0
Subject_18,Bewirken,_mp_1.0,1
Subject_18,Bewirken,_mp_1.5,0
Subject_18,Bewirken,_mp_2.0,0
Subject_18,Butterweich,_mp_1.0,0
Subject_18,Butterweich,_mp_1.5,0
Subject_18,Butterweich,_mp_2.0,1
Subject_18,Giraffe,_mp_1.0,0
Subject_18,Giraffe,_mp_1.5,0
Subject_18,Giraffe,_mp_2.0,0
Subject_18,Kakadu,_mp_1.0,1
Subject_18,Kakadu,_mp_1.5,1
Subject_18,Kakadu,_mp_2.0,1
Subject_18,Karotte,_mp_1.0,1
Subject_18,Karotte,_mp_1.5,1
Subject_18,Karotte,_mp_2.0,0
Subject_18,Kassette,_mp_1.0,0
Subject_18,Kassette,_mp_1.5,1
Subject_18,Kassette,_mp_2.0,1
Subject_18,Musiker,_mp_1.0,0
Subject_18,Musiker,_mp_1.5,0
Subject_18,Musiker,_mp_2.0,1
Subject_18,Vergessen,_mp_1.0,0
Subject_18,Vergessen,_mp_1.5,1
Subject_18,Vergessen,_mp_2.0,1
Subject_18,Zigarre,_mp_1.0,0
Subject_18,Zigarre,_mp_1.5,0
Subject_18,Zigarre,_mp_2.0,0
Subject_18,Aber sehen will sie ihn doch,_mp_1.0,0
Subject_18,Aber sehen will sie ihn doch,_mp_1.5,0
Subject_18,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_18,Er sah viele bunte Regenbogen,_mp_1.0,1
Subject_18,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_18,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_18,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_18,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_18,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_18,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_18,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_18,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_18,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_18,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_18,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_18,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_18,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_18,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_18,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_18,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_18,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_18,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_18,Diese Zeitung ist bereits veraltet,_mp_1.5,1
Subject_18,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_18,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,0
Subject_18,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_18,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_18,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_18,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_18,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_19,Badetag,_mp_1.0,1
Subject_19,Badetag,_mp_1.5,1
Subject_19,Badetag,_mp_2.0,0
Subject_19,Bewirken,_mp_1.0,0
Subject_19,Bewirken,_mp_1.5,1
Subject_19,Bewirken,_mp_2.0,1
Subject_19,Butterweich,_mp_1.0,0
Subject_19,Butterweich,_mp_1.5,0
Subject_19,Butterweich,_mp_2.0,1
Subject_19,Giraffe,_mp_1.0,1
Subject_19,Giraffe,_mp_1.5,1
Subject_19,Giraffe,_mp_2.0,1
Subject_19,Kakadu,_mp_1.0,0
Subject_19,Kakadu,_mp_1.5,0
Subject_19,Kakadu,_mp_2.0,1
Subject_19,Karotte,_mp_1.0,0
Subject_19,Karotte,_mp_1.5,0
Subject_19,Karotte,_mp_2.0,1
Subject_19,Kassette,_mp_1.0,1
Subject_19,Kassette,_mp_1.5,1
Subject_19,Kassette,_mp_2.0,1
Subject_19,Musiker,_mp_1.0,0
Subject_19,Musiker,_mp_1.5,1
Subject_19,Musiker,_mp_2.0,1
Subject_19,Vergessen,_mp_1.0,1
Subject_19,Vergessen,_mp_1.5,1
Subject_19,Vergessen,_mp_2.0,1
Subject_19,Zigarre,_mp_1.0,0
Subject_19,Zigarre,_mp_1.5,1
Subject_19,Zigarre,_mp_2.0,0
Subject_19,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_19,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_19,Aber sehen will sie ihn doch,_mp_2.0,0
Subject_19,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_19,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_19,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_19,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_19,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_19,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_19,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,1
Subject_19,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_19,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_19,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_19,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_19,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_19,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_19,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_19,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_19,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_19,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_19,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_19,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_19,Diese Zeitung ist bereits veraltet,_mp_1.5,1
Subject_19,Diese Zeitung ist bereits veraltet,_mp_2.0,0
Subject_19,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_19,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_19,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_19,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_19,Benno gefaellt die orange Vase,_mp_1.5,0
Subject_19,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_2,Badetag,_mp_1.0,0
Subject_2,Badetag,_mp_1.5,0
Subject_2,Badetag,_mp_2.0,0
Subject_2,Bewirken,_mp_1.0,0
Subject_2,Bewirken,_mp_1.5,0
Subject_2,Bewirken,_mp_2.0,1
Subject_2,Butterweich,_mp_1.0,0
Subject_2,Butterweich,_mp_1.5,0
Subject_2,Butterweich,_mp_2.0,0
Subject_2,Giraffe,_mp_1.0,1
Subject_2,Giraffe,_mp_1.5,1
Subject_2,Giraffe,_mp_2.0,0
Subject_2,Kakadu,_mp_1.0,1
Subject_2,Kakadu,_mp_1.5,1
Subject_2,Kakadu,_mp_2.0,1
Subject_2,Karotte,_mp_1.0,0
Subject_2,Karotte,_mp_1.5,1
Subject_2,Karotte,_mp_2.0,0
Subject_2,Kassette,_mp_1.0,0
Subject_2,Kassette,_mp_1.5,1
Subject_2,Kassette,_mp_2.0,1
Subject_2,Musiker,_mp_1.0,0
Subject_2,Musiker,_mp_1.5,0
Subject_2,Musiker,_mp_2.0,0
Subject_2,Vergessen,_mp_1.0,0
Subject_2,Vergessen,_mp_1.5,0
Subject_2,Vergessen,_mp_2.0,1
Subject_2,Zigarre,_mp_1.0,1
Subject_2,Zigarre,_mp_1.5,1
Subject_2,Zigarre,_mp_2.0,0
Subject_2,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_2,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_2,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_2,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_2,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_2,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_2,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_2,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_2,Chabos wissen wer der Babo ist,_mp_2.0,0
Subject_2,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_2,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_2,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_2,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_2,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_2,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_2,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_2,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_2,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_2,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_2,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_2,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_2,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_2,Diese Zeitung ist bereits veraltet,_mp_1.5,1
Subject_2,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_2,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_2,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
Subject_2,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_2,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_2,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_2,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_20,Badetag,_mp_1.0,1
Subject_20,Badetag,_mp_1.5,1
Subject_20,Badetag,_mp_2.0,1
Subject_20,Bewirken,_mp_1.0,1
Subject_20,Bewirken,_mp_1.5,0
Subject_20,Bewirken,_mp_2.0,0
Subject_20,Butterweich,_mp_1.0,1
Subject_20,Butterweich,_mp_1.5,0
Subject_20,Butterweich,_mp_2.0,0
Subject_20,Giraffe,_mp_1.0,0
Subject_20,Giraffe,_mp_1.5,1
Subject_20,Giraffe,_mp_2.0,1
Subject_20,Kakadu,_mp_1.0,1
Subject_20,Kakadu,_mp_1.5,1
Subject_20,Kakadu,_mp_2.0,1
Subject_20,Karotte,_mp_1.0,1
Subject_20,Karotte,_mp_1.5,0
Subject_20,Karotte,_mp_2.0,1
Subject_20,Kassette,_mp_1.0,1
Subject_20,Kassette,_mp_1.5,1
Subject_20,Kassette,_mp_2.0,1
Subject_20,Musiker,_mp_1.0,0
Subject_20,Musiker,_mp_1.5,0
Subject_20,Musiker,_mp_2.0,0
Subject_20,Vergessen,_mp_1.0,0
Subject_20,Vergessen,_mp_1.5,0
Subject_20,Vergessen,_mp_2.0,0
Subject_20,Zigarre,_mp_1.0,1
Subject_20,Zigarre,_mp_1.5,1
Subject_20,Zigarre,_mp_2.0,1
Subject_20,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_20,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_20,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_20,Er sah viele bunte Regenbogen,_mp_1.0,1
Subject_20,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_20,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_20,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_20,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_20,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_20,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_20,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_20,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_20,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_20,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_20,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_20,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_20,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_20,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_20,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_20,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_20,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_20,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_20,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_20,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_20,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,0
Subject_20,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_20,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,0
Subject_20,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_20,Benno gefaellt die orange Vase,_mp_1.5,0
Subject_20,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_21,Badetag,_mp_1.0,0
Subject_21,Badetag,_mp_1.5,1
Subject_21,Badetag,_mp_2.0,0
Subject_21,Bewirken,_mp_1.0,0
Subject_21,Bewirken,_mp_1.5,1
Subject_21,Bewirken,_mp_2.0,1
Subject_21,Butterweich,_mp_1.0,1
Subject_21,Butterweich,_mp_1.5,1
Subject_21,Butterweich,_mp_2.0,0
Subject_21,Giraffe,_mp_1.0,0
Subject_21,Giraffe,_mp_1.5,1
Subject_21,Giraffe,_mp_2.0,0
Subject_21,Kakadu,_mp_1.0,0
Subject_21,Kakadu,_mp_1.5,0
Subject_21,Kakadu,_mp_2.0,0
Subject_21,Karotte,_mp_1.0,1
Subject_21,Karotte,_mp_1.5,0
Subject_21,Karotte,_mp_2.0,0
Subject_21,Kassette,_mp_1.0,1
Subject_21,Kassette,_mp_1.5,1
Subject_21,Kassette,_mp_2.0,0
Subject_21,Musiker,_mp_1.0,0
Subject_21,Musiker,_mp_1.5,1
Subject_21,Musiker,_mp_2.0,0
Subject_21,Vergessen,_mp_1.0,1
Subject_21,Vergessen,_mp_1.5,1
Subject_21,Vergessen,_mp_2.0,0
Subject_21,Zigarre,_mp_1.0,1
Subject_21,Zigarre,_mp_1.5,0
Subject_21,Zigarre,_mp_2.0,1
Subject_21,Aber sehen will sie ihn doch,_mp_1.0,0
Subject_21,Aber sehen will sie ihn doch,_mp_1.5,0
Subject_21,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_21,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_21,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_21,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_21,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_21,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_21,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_21,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_21,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_21,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_21,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_21,Die Artikel waren wieder vorraetig,_mp_1.5,1
Subject_21,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_21,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_21,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_21,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_21,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_21,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_21,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_21,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_21,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_21,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_21,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_21,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
Subject_21,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_21,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_21,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_21,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_22,Badetag,_mp_1.0,1
Subject_22,Badetag,_mp_1.5,0
Subject_22,Badetag,_mp_2.0,0
Subject_22,Bewirken,_mp_1.0,0
Subject_22,Bewirken,_mp_1.5,1
Subject_22,Bewirken,_mp_2.0,0
Subject_22,Butterweich,_mp_1.0,1
Subject_22,Butterweich,_mp_1.5,1
Subject_22,Butterweich,_mp_2.0,1
Subject_22,Giraffe,_mp_1.0,1
Subject_22,Giraffe,_mp_1.5,1
Subject_22,Giraffe,_mp_2.0,1
Subject_22,Kakadu,_mp_1.0,1
Subject_22,Kakadu,_mp_1.5,0
Subject_22,Kakadu,_mp_2.0,0
Subject_22,Karotte,_mp_1.0,1
Subject_22,Karotte,_mp_1.5,1
Subject_22,Karotte,_mp_2.0,0
Subject_22,Kassette,_mp_1.0,0
Subject_22,Kassette,_mp_1.5,0
Subject_22,Kassette,_mp_2.0,0
Subject_22,Musiker,_mp_1.0,0
Subject_22,Musiker,_mp_1.5,1
Subject_22,Musiker,_mp_2.0,0
Subject_22,Vergessen,_mp_1.0,0
Subject_22,Vergessen,_mp_1.5,0
Subject_22,Vergessen,_mp_2.0,1
Subject_22,Zigarre,_mp_1.0,0
Subject_22,Zigarre,_mp_1.5,0
Subject_22,Zigarre,_mp_2.0,0
Subject_22,Aber sehen will sie ihn doch,_mp_1.0,0
Subject_22,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_22,Aber sehen will sie ihn doch,_mp_2.0,0
Subject_22,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_22,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_22,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_22,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_22,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_22,Chabos wissen wer der Babo ist,_mp_2.0,0
Subject_22,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_22,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_22,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_22,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_22,Die Artikel waren wieder vorraetig,_mp_1.5,1
Subject_22,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_22,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_22,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_22,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_22,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_22,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_22,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_22,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_22,Diese Zeitung ist bereits veraltet,_mp_1.5,1
Subject_22,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_22,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_22,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_22,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_22,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_22,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_22,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_23,Badetag,_mp_1.0,0
Subject_23,Badetag,_mp_1.5,0
Subject_23,Badetag,_mp_2.0,1
Subject_23,Bewirken,_mp_1.0,1
Subject_23,Bewirken,_mp_1.5,1
Subject_23,Bewirken,_mp_2.0,0
Subject_23,Butterweich,_mp_1.0,1
Subject_23,Butterweich,_mp_1.5,0
Subject_23,Butterweich,_mp_2.0,0
Subject_23,Giraffe,_mp_1.0,1
Subject_23,Giraffe,_mp_1.5,0
Subject_23,Giraffe,_mp_2.0,0
Subject_23,Kakadu,_mp_1.0,0
Subject_23,Kakadu,_mp_1.5,0
Subject_23,Kakadu,_mp_2.0,1
Subject_23,Karotte,_mp_1.0,0
Subject_23,Karotte,_mp_1.5,0
Subject_23,Karotte,_mp_2.0,0
Subject_23,Kassette,_mp_1.0,1
Subject_23,Kassette,_mp_1.5,0
Subject_23,Kassette,_mp_2.0,1
Subject_23,Musiker,_mp_1.0,1
Subject_23,Musiker,_mp_1.5,0
Subject_23,Musiker,_mp_2.0,1
Subject_23,Vergessen,_mp_1.0,1
Subject_23,Vergessen,_mp_1.5,1
Subject_23,Vergessen,_mp_2.0,0
Subject_23,Zigarre,_mp_1.0,0
Subject_23,Zigarre,_mp_1.5,1
Subject_23,Zigarre,_mp_2.0,1
Subject_23,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_23,Aber sehen will sie ihn doch,_mp_1.5,0
Subject_23,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_23,Er sah viele bunte Regenbogen,_mp_1.0,1
Subject_23,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_23,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_23,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_23,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_23,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_23,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,1
Subject_23,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_23,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_23,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_23,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_23,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_23,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_23,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_23,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_23,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_23,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_23,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_23,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_23,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_23,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_23,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,0
Subject_23,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
Subject_23,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_23,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_23,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_23,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_24,Badetag,_mp_1.0,1
Subject_24,Badetag,_mp_1.5,0
Subject_24,Badetag,_mp_2.0,0
Subject_24,Bewirken,_mp_1.0,1
Subject_24,Bewirken,_mp_1.5,0
Subject_24,Bewirken,_mp_2.0,1
Subject_24,Butterweich,_mp_1.0,1
Subject_24,Butterweich,_mp_1.5,1
Subject_24,Butterweich,_mp_2.0,1
Subject_24,Giraffe,_mp_1.0,0
Subject_24,Giraffe,_mp_1.5,0
Subject_24,Giraffe,_mp_2.0,1
Subject_24,Kakadu,_mp_1.0,0
Subject_24,Kakadu,_mp_1.5,1
Subject_24,Kakadu,_mp_2.0,0
Subject_24,Karotte,_mp_1.0,0
Subject_24,Karotte,_mp_1.5,0
Subject_24,Karotte,_mp_2.0,1
Subject_24,Kassette,_mp_1.0,1
Subject_24,Kassette,_mp_1.5,1
Subject_24,Kassette,_mp_2.0,1
Subject_24,Musiker,_mp_1.0,1
Subject_24,Musiker,_mp_1.5,1
Subject_24,Musiker,_mp_2.0,0
Subject_24,Vergessen,_mp_1.0,0
Subject_24,Vergessen,_mp_1.5,0
Subject_24,Vergessen,_mp_2.0,0
Subject_24,Zigarre,_mp_1.0,1
Subject_24,Zigarre,_mp_1.5,0
Subject_24,Zigarre,_mp_2.0,0
Subject_24,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_24,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_24,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_24,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_24,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_24,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_24,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_24,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_24,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_24,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_24,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
