subject,item,mode,result
Subject_24,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_24,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_24,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_24,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_24,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_24,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_24,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_24,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_24,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_24,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_24,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_24,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_24,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_24,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_24,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_24,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_24,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_24,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_24,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_25,Badetag,_mp_1.0,0
Subject_25,Badetag,_mp_1.5,0
Subject_25,Badetag,_mp_2.0,1
Subject_25,Bewirken,_mp_1.0,1
Subject_25,Bewirken,_mp_1.5,1
Subject_25,Bewirken,_mp_2.0,0
Subject_25,Butterweich,_mp_1.0,0
Subject_25,Butterweich,_mp_1.5,1
Subject_25,Butterweich,_mp_2.0,0
Subject_25,Giraffe,_mp_1.0,0
Subject_25,Giraffe,_mp_1.5,1
Subject_25,Giraffe,_mp_2.0,1
Subject_25,Kakadu,_mp_1.0,0
Subject_25,Kakadu,_mp_1.5,1
Subject_25,Kakadu,_mp_2.0,0
Subject_25,Karotte,_mp_1.0,0
Subject_25,Karotte,_mp_1.5,0
Subject_25,Karotte,_mp_2.0,0
Subject_25,Kassette,_mp_1.0,1
Subject_25,Kassette,_mp_1.5,1
Subject_25,Kassette,_mp_2.0,1
Subject_25,Musiker,_mp_1.0,0
Subject_25,Musiker,_mp_1.5,0
Subject_25,Musiker,_mp_2.0,1
Subject_25,Vergessen,_mp_1.0,0
Subject_25,Vergessen,_mp_1.5,1
Subject_25,Vergessen,_mp_2.0,1
Subject_25,Zigarre,_mp_1.0,0
Subject_25,Zigarre,_mp_1.5,1
Subject_25,Zigarre,_mp_2.0,1
Subject_25,Aber sehen will sie ihn doch,_mp_1.0,0
Subject_25,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_25,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_25,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_25,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_25,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_25,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_25,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_25,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_25,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_25,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_25,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_25,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_25,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_25,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_25,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_25,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_25,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_25,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_25,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_25,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_25,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_25,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_25,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_25,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,0
Subject_25,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_25,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,0
Subject_25,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_25,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_25,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_26,Badetag,_mp_1.0,0
Subject_26,Badetag,_mp_1.5,0
Subject_26,Badetag,_mp_2.0,0
Subject_26,Bewirken,_mp_1.0,1
Subject_26,Bewirken,_mp_1.5,1
Subject_26,Bewirken,_mp_2.0,1
Subject_26,Butterweich,_mp_1.0,0
Subject_26,Butterweich,_mp_1.5,0
Subject_26,Butterweich,_mp_2.0,1
Subject_26,Giraffe,_mp_1.0,0
Subject_26,Giraffe,_mp_1.5,0
Subject_26,Giraffe,_mp_2.0,0
Subject_26,Kakadu,_mp_1.0,1
Subject_26,Kakadu,_mp_1.5,1
Subject_26,Kakadu,_mp_2.0,1
Subject_26,Karotte,_mp_1.0,1
Subject_26,Karotte,_mp_1.5,0
Subject_26,Karotte,_mp_2.0,1
Subject_26,Kassette,_mp_1.0,1
Subject_26,Kassette,_mp_1.5,1
Subject_26,Kassette,_mp_2.0,0
Subject_26,Musiker,_mp_1.0,0
Subject_26,Musiker,_mp_1.5,1
Subject_26,Musiker,_mp_2.0,0
Subject_26,Vergessen,_mp_1.0,1
Subject_26,Vergessen,_mp_1.5,1
Subject_26,Vergessen,_mp_2.0,1
Subject_26,Zigarre,_mp_1.0,0
Subject_26,Zigarre,_mp_1.5,1
Subject_26,Zigarre,_mp_2.0,0
Subject_26,Aber sehen will sie ihn doch,_mp_1.0,0
Subject_26,Aber sehen will sie ihn doch,_mp_1.5,0
Subject_26,Aber sehen will sie ihn doch,_mp_2.0,0
Subject_26,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_26,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_26,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_26,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_26,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_26,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_26,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,1
Subject_26,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_26,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_26,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_26,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_26,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_26,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_26,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_26,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_26,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_26,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_26,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_26,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_26,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_26,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_26,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,0
Subject_26,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
Subject_26,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,0
Subject_26,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_26,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_26,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_27,Badetag,_mp_1.0,1
Subject_27,Badetag,_mp_1.5,1
Subject_27,Badetag,_mp_2.0,1
Subject_27,Bewirken,_mp_1.0,1
Subject_27,Bewirken,_mp_1.5,0
Subject_27,Bewirken,_mp_2.0,1
Subject_27,Butterweich,_mp_1.0,1
Subject_27,Butterweich,_mp_1.5,1
Subject_27,Butterweich,_mp_2.0,1
Subject_27,Giraffe,_mp_1.0,0
Subject_27,Giraffe,_mp_1.5,1
Subject_27,Giraffe,_mp_2.0,0
Subject_27,Kakadu,_mp_1.0,0
Subject_27,Kakadu,_mp_1.5,0
Subject_27,Kakadu,_mp_2.0,1
Subject_27,Karotte,_mp_1.0,0
Subject_27,Karotte,_mp_1.5,0
Subject_27,Karotte,_mp_2.0,1
Subject_27,Kassette,_mp_1.0,1
Subject_27,Kassette,_mp_1.5,1
Subject_27,Kassette,_mp_2.0,1
Subject_27,Musiker,_mp_1.0,1
Subject_27,Musiker,_mp_1.5,1
Subject_27,Musiker,_mp_2.0,1
Subject_27,Vergessen,_mp_1.0,1
Subject_27,Vergessen,_mp_1.5,1
Subject_27,Vergessen,_mp_2.0,1
Subject_27,Zigarre,_mp_1.0,0
Subject_27,Zigarre,_mp_1.5,0
Subject_27,Zigarre,_mp_2.0,0
Subject_27,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_27,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_27,Aber sehen will sie ihn doch,_mp_2.0,0
Subject_27,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_27,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_27,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_27,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_27,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_27,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_27,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_27,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_27,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_27,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_27,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_27,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_27,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_27,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_27,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_27,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_27,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_27,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_27,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_27,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_27,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_27,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_27,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
Subject_27,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,0
Subject_27,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_27,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_27,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_28,Badetag,_mp_1.0,1
Subject_28,Badetag,_mp_1.5,1
Subject_28,Badetag,_mp_2.0,0
Subject_28,Bewirken,_mp_1.0,0
Subject_28,Bewirken,_mp_1.5,1
Subject_28,Bewirken,_mp_2.0,1
Subject_28,Butterweich,_mp_1.0,1
Subject_28,Butterweich,_mp_1.5,0
Subject_28,Butterweich,_mp_2.0,1
Subject_28,Giraffe,_mp_1.0,1
Subject_28,Giraffe,_mp_1.5,1
Subject_28,Giraffe,_mp_2.0,0
Subject_28,Kakadu,_mp_1.0,1
Subject_28,Kakadu,_mp_1.5,0
Subject_28,Kakadu,_mp_2.0,1
Subject_28,Karotte,_mp_1.0,1
Subject_28,Karotte,_mp_1.5,0
Subject_28,Karotte,_mp_2.0,0
Subject_28,Kassette,_mp_1.0,1
Subject_28,Kassette,_mp_1.5,0
Subject_28,Kassette,_mp_2.0,1
Subject_28,Musiker,_mp_1.0,0
Subject_28,Musiker,_mp_1.5,1
Subject_28,Musiker,_mp_2.0,1
Subject_28,Vergessen,_mp_1.0,1
Subject_28,Vergessen,_mp_1.5,0
Subject_28,Vergessen,_mp_2.0,1
Subject_28,Zigarre,_mp_1.0,0
Subject_28,Zigarre,_mp_1.5,1
Subject_28,Zigarre,_mp_2.0,0
Subject_28,Aber sehen will sie ihn doch,_mp_1.0,0
Subject_28,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_28,Aber sehen will sie ihn doch,_mp_2.0,0
Subject_28,Er sah viele bunte Regenbogen,_mp_1.0,1
Subject_28,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_28,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_28,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_28,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_28,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_28,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_28,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_28,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_28,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_28,Die Artikel waren wieder vorraetig,_mp_1.5,1
Subject_28,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_28,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_28,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_28,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_28,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_28,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_28,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_28,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_28,Diese Zeitung ist bereits veraltet,_mp_1.5,1
Subject_28,Diese Zeitung ist bereits veraltet,_mp_2.0,0
Subject_28,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_28,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_28,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,0
Subject_28,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_28,Benno gefaellt die orange Vase,_mp_1.5,0
Subject_28,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_29,Badetag,_mp_1.0,1
Subject_29,Badetag,_mp_1.5,0
Subject_29,Badetag,_mp_2.0,0
Subject_29,Bewirken,_mp_1.0,1
Subject_29,Bewirken,_mp_1.5,1
Subject_29,Bewirken,_mp_2.0,1
Subject_29,Butterweich,_mp_1.0,1
Subject_29,Butterweich,_mp_1.5,1
Subject_29,Butterweich,_mp_2.0,0
Subject_29,Giraffe,_mp_1.0,1
Subject_29,Giraffe,_mp_1.5,1
Subject_29,Giraffe,_mp_2.0,1
Subject_29,Kakadu,_mp_1.0,0
Subject_29,Kakadu,_mp_1.5,1
Subject_29,Kakadu,_mp_2.0,0
Subject_29,Karotte,_mp_1.0,1
Subject_29,Karotte,_mp_1.5,0
Subject_29,Karotte,_mp_2.0,1
Subject_29,Kassette,_mp_1.0,1
Subject_29,Kassette,_mp_1.5,1
Subject_29,Kassette,_mp_2.0,1
Subject_29,Musiker,_mp_1.0,0
Subject_29,Musiker,_mp_1.5,1
Subject_29,Musiker,_mp_2.0,0
Subject_29,Vergessen,_mp_1.0,1
Subject_29,Vergessen,_mp_1.5,1
Subject_29,Vergessen,_mp_2.0,0
Subject_29,Zigarre,_mp_1.0,1
Subject_29,Zigarre,_mp_1.5,0
Subject_29,Zigarre,_mp_2.0,1
Subject_29,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_29,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_29,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_29,Er sah viele bunte Regenbogen,_mp_1.0,1
Subject_29,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_29,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_29,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_29,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_29,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_29,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_29,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_29,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_29,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_29,Die Artikel waren wieder vorraetig,_mp_1.5,1
Subject_29,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_29,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_29,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_29,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_29,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_29,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_29,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_29,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_29,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_29,Diese Zeitung ist bereits veraltet,_mp_2.0,0
Subject_29,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_29,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_29,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_29,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_29,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_29,Benno gefaellt die orange Vase,_mp_2.0,1
Subject_3,Badetag,_mp_1.0,1
Subject_3,Badetag,_mp_1.5,1
Subject_3,Badetag,_mp_2.0,0
Subject_3,Bewirken,_mp_1.0,1
Subject_3,Bewirken,_mp_1.5,1
Subject_3,Bewirken,_mp_2.0,1
Subject_3,Butterweich,_mp_1.0,1
Subject_3,Butterweich,_mp_1.5,1
Subject_3,Butterweich,_mp_2.0,1
Subject_3,Giraffe,_mp_1.0,1
Subject_3,Giraffe,_mp_1.5,0
Subject_3,Giraffe,_mp_2.0,0
Subject_3,Kakadu,_mp_1.0,0
Subject_3,Kakadu,_mp_1.5,1
Subject_3,Kakadu,_mp_2.0,0
Subject_3,Karotte,_mp_1.0,1
Subject_3,Karotte,_mp_1.5,1
Subject_3,Karotte,_mp_2.0,1
Subject_3,Kassette,_mp_1.0,1
Subject_3,Kassette,_mp_1.5,0
Subject_3,Kassette,_mp_2.0,1
Subject_3,Musiker,_mp_1.0,0
Subject_3,Musiker,_mp_1.5,0
Subject_3,Musiker,_mp_2.0,0
Subject_3,Vergessen,_mp_1.0,0
Subject_3,Vergessen,_mp_1.5,1
Subject_3,Vergessen,_mp_2.0,1
Subject_3,Zigarre,_mp_1.0,1
Subject_3,Zigarre,_mp_1.5,1
Subject_3,Zigarre,_mp_2.0,1
Subject_3,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_3,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_3,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_3,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_3,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_3,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_3,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_3,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_3,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_3,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_3,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_3,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_3,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_3,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_3,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_3,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_3,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_3,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_3,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_3,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_3,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_3,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_3,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_3,Diese Zeitung ist bereits veraltet,_mp_2.0,0
Subject_3,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,0
Subject_3,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_3,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_3,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_3,Benno gefaellt die orange Vase,_mp_1.5,0
Subject_3,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_30,Badetag,_mp_1.0,0
Subject_30,Badetag,_mp_1.5,0
Subject_30,Badetag,_mp_2.0,0
Subject_30,Bewirken,_mp_1.0,1
Subject_30,Bewirken,_mp_1.5,1
Subject_30,Bewirken,_mp_2.0,1
Subject_30,Butterweich,_mp_1.0,1
Subject_30,Butterweich,_mp_1.5,1
Subject_30,Butterweich,_mp_2.0,1
Subject_30,Giraffe,_mp_1.0,1
Subject_30,Giraffe,_mp_1.5,1
Subject_30,Giraffe,_mp_2.0,1
Subject_30,Kakadu,_mp_1.0,1
Subject_30,Kakadu,_mp_1.5,0
Subject_30,Kakadu,_mp_2.0,0
Subject_30,Karotte,_mp_1.0,1
Subject_30,Karotte,_mp_1.5,1
Subject_30,Karotte,_mp_2.0,0
Subject_30,Kassette,_mp_1.0,0
Subject_30,Kassette,_mp_1.5,1
Subject_30,Kassette,_mp_2.0,1
Subject_30,Musiker,_mp_1.0,1
Subject_30,Musiker,_mp_1.5,1
Subject_30,Musiker,_mp_2.0,0
Subject_30,Vergessen,_mp_1.0,1
Subject_30,Vergessen,_mp_1.5,0
Subject_30,Vergessen,_mp_2.0,0
Subject_30,Zigarre,_mp_1.0,1
Subject_30,Zigarre,_mp_1.5,1
Subject_30,Zigarre,_mp_2.0,0
Subject_30,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_30,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_30,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_30,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_30,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_30,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_30,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_30,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_30,Chabos wissen wer der Babo ist,_mp_2.0,0
Subject_30,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,1
Subject_30,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_30,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_30,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_30,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_30,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_30,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_30,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_30,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_30,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_30,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_30,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_30,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_30,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_30,Diese Zeitung ist bereits veraltet,_mp_2.0,0
Subject_30,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_30,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
Subject_30,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_30,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_30,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_30,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_4,Badetag,_mp_1.0,0
Subject_4,Badetag,_mp_1.5,0
Subject_4,Badetag,_mp_2.0,1
Subject_4,Bewirken,_mp_1.0,0
Subject_4,Bewirken,_mp_1.5,0
Subject_4,Bewirken,_mp_2.0,1
Subject_4,Butterweich,_mp_1.0,1
Subject_4,Butterweich,_mp_1.5,0
Subject_4,Butterweich,_mp_2.0,0
Subject_4,Giraffe,_mp_1.0,0
Subject_4,Giraffe,_mp_1.5,1
Subject_4,Giraffe,_mp_2.0,0
Subject_4,Kakadu,_mp_1.0,0
Subject_4,Kakadu,_mp_1.5,1
Subject_4,Kakadu,_mp_2.0,1
Subject_4,Karotte,_mp_1.0,0
Subject_4,Karotte,_mp_1.5,1
Subject_4,Karotte,_mp_2.0,0
Subject_4,Kassette,_mp_1.0,0
Subject_4,Kassette,_mp_1.5,1
Subject_4,Kassette,_mp_2.0,1
Subject_4,Musiker,_mp_1.0,0
Subject_4,Musiker,_mp_1.5,1
Subject_4,Musiker,_mp_2.0,1
Subject_4,Vergessen,_mp_1.0,0
Subject_4,Vergessen,_mp_1.5,0
Subject_4,Vergessen,_mp_2.0,1
Subject_4,Zigarre,_mp_1.0,0
Subject_4,Zigarre,_mp_1.5,1
Subject_4,Zigarre,_mp_2.0,0
Subject_4,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_4,Aber sehen will sie ihn doch,_mp_1.5,0
Subject_4,Aber sehen will sie ihn doch,_mp_2.0,0
Subject_4,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_4,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_4,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_4,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_4,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_4,Chabos wissen wer der Babo ist,_mp_2.0,0
Subject_4,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,1
Subject_4,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_4,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_4,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_4,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_4,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_4,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_4,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_4,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_4,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_4,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,1
Subject_4,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_4,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_4,Diese Zeitung ist bereits veraltet,_mp_1.5,1
Subject_4,Diese Zeitung ist bereits veraltet,_mp_2.0,0
Subject_4,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_4,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
